Ambito;ISO3;Area;Producto;Codigo del year;Year;Unidad;Valor;Simbolo;Descripcion del Simbolo
Cobertura de la tierra;KIR;Kiribati;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Pastizales;2020;2020;1000 ha;24.6;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Pastizales;2021;2021;1000 ha;34.15;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Areas cubiertas por arboles;2020;2020;1000 ha;6.21;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Areas cubiertas por arboles;2021;2021;1000 ha;8.49;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Manglares;2021;2021;1000 ha;0.26;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Areas cubiertas por arbustos;2020;2020;1000 ha;1.05;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Areas cubiertas por arbustos;2021;2021;1000 ha;0.44;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;3.05;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;1.48;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Tierras deserticas;2020;2020;1000 ha;27.68;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Tierras deserticas;2021;2021;1000 ha;13.83;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Cuerpos de aguas interiores;2020;2020;1000 ha;29.16;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Cuerpos de aguas interiores;2021;2021;1000 ha;33.03;E;Valor estimado
Cobertura de la tierra;KIR;Kiribati;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KIR;Kiribati;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;65.81;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;69.8;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Cultivos herbaceos;2020;2020;1000 ha;15.28;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Cultivos herbaceos;2021;2021;1000 ha;18.81;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Pastizales;2020;2020;1000 ha;13.74;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Pastizales;2021;2021;1000 ha;7.97;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Areas cubiertas por arboles;2020;2020;1000 ha;1.83;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Areas cubiertas por arboles;2021;2021;1000 ha;3.78;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Areas cubiertas por arbustos;2020;2020;1000 ha;3.26;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Areas cubiertas por arbustos;2021;2021;1000 ha;7.66;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.51;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.47;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Tierras deserticas;2020;2020;1000 ha;1627.71;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Tierras deserticas;2021;2021;1000 ha;1618.57;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Cuerpos de aguas interiores;2020;2020;1000 ha;11.73;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Cuerpos de aguas interiores;2021;2021;1000 ha;12.79;E;Valor estimado
Cobertura de la tierra;KWT;Kuwait;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;KWT;Kuwait;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;21.54;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;32.08;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Cultivos herbaceos;2020;2020;1000 ha;363.35;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Cultivos herbaceos;2021;2021;1000 ha;435.33;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Pastizales;2020;2020;1000 ha;2495.6;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Pastizales;2021;2021;1000 ha;2370.08;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Areas cubiertas por arboles;2020;2020;1000 ha;19.7;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Areas cubiertas por arboles;2021;2021;1000 ha;34.05;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Areas cubiertas por arbustos;2020;2020;1000 ha;109.51;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Areas cubiertas por arbustos;2021;2021;1000 ha;145.12;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.92;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.37;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Tierras deserticas;2020;2020;1000 ha;23.22;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Tierras deserticas;2021;2021;1000 ha;16.49;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Cuerpos de aguas interiores;2020;2020;1000 ha;11.61;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Cuerpos de aguas interiores;2021;2021;1000 ha;11.92;E;Valor estimado
Cobertura de la tierra;LSO;Lesotho;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LSO;Lesotho;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;36.37;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;48.52;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Cultivos herbaceos;2020;2020;1000 ha;1221.85;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Cultivos herbaceos;2021;2021;1000 ha;1236.32;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Pastizales;2020;2020;1000 ha;1195.65;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Pastizales;2021;2021;1000 ha;1216.27;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Areas cubiertas por arboles;2020;2020;1000 ha;3702.66;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Areas cubiertas por arboles;2021;2021;1000 ha;3697.73;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Areas cubiertas por arbustos;2020;2020;1000 ha;12.86;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Areas cubiertas por arbustos;2021;2021;1000 ha;10.64;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;120.77;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;121.4;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Tierras deserticas;2020;2020;1000 ha;44.32;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Tierras deserticas;2021;2021;1000 ha;2.91;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Cuerpos de aguas interiores;2020;2020;1000 ha;121.68;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Cuerpos de aguas interiores;2021;2021;1000 ha;122.38;E;Valor estimado
Cobertura de la tierra;LVA;Letonia;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LVA;Letonia;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;60.8;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;64.73;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Cultivos herbaceos;2020;2020;1000 ha;78.86;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Cultivos herbaceos;2021;2021;1000 ha;88.86;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Pastizales;2020;2020;1000 ha;504.12;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Pastizales;2021;2021;1000 ha;479.33;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Areas cubiertas por arboles;2020;2020;1000 ha;223.97;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Areas cubiertas por arboles;2021;2021;1000 ha;260.12;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Areas cubiertas por arbustos;2020;2020;1000 ha;68.56;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Areas cubiertas por arbustos;2021;2021;1000 ha;73.75;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.47;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.62;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Tierras deserticas;2020;2020;1000 ha;73.95;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Tierras deserticas;2021;2021;1000 ha;43.56;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Cuerpos de aguas interiores;2020;2020;1000 ha;2.69;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Cuerpos de aguas interiores;2021;2021;1000 ha;2.47;E;Valor estimado
Cobertura de la tierra;LBN;Libano;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBN;Libano;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;27.98;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;36.65;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Cultivos herbaceos;2020;2020;1000 ha;1.47;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Cultivos herbaceos;2021;2021;1000 ha;0.07;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Pastizales;2020;2020;1000 ha;261.47;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Pastizales;2021;2021;1000 ha;302.42;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Areas cubiertas por arboles;2020;2020;1000 ha;8969.5;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Areas cubiertas por arboles;2021;2021;1000 ha;8923.84;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Manglares;2020;2020;1000 ha;28.45;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Manglares;2021;2021;1000 ha;22.97;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Areas cubiertas por arbustos;2020;2020;1000 ha;261.87;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Areas cubiertas por arbustos;2021;2021;1000 ha;272.73;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;2.73;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;2.41;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Tierras deserticas;2020;2020;1000 ha;20.36;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Tierras deserticas;2021;2021;1000 ha;3.1;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Cuerpos de aguas interiores;2020;2020;1000 ha;36.35;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Cuerpos de aguas interiores;2021;2021;1000 ha;45.99;E;Valor estimado
Cobertura de la tierra;LBR;Liberia;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBR;Liberia;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;186.52;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;211.26;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Cultivos herbaceos;2020;2020;1000 ha;876.22;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Cultivos herbaceos;2021;2021;1000 ha;981.06;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Pastizales;2020;2020;1000 ha;1763.65;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Pastizales;2021;2021;1000 ha;1804;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Areas cubiertas por arboles;2020;2020;1000 ha;57.09;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Areas cubiertas por arboles;2021;2021;1000 ha;113.87;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Areas cubiertas por arbustos;2020;2020;1000 ha;280.44;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Areas cubiertas por arbustos;2021;2021;1000 ha;209.31;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;16.72;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;9.98;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Tierras deserticas;2020;2020;1000 ha;158913.56;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Tierras deserticas;2021;2021;1000 ha;158760.3;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Cuerpos de aguas interiores;2020;2020;1000 ha;16.69;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Cuerpos de aguas interiores;2021;2021;1000 ha;21.11;E;Valor estimado
Cobertura de la tierra;LBY;Libia;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LBY;Libia;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;0.68;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;0.86;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Cultivos herbaceos;2020;2020;1000 ha;0.75;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Cultivos herbaceos;2021;2021;1000 ha;0.84;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Pastizales;2020;2020;1000 ha;5.23;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Pastizales;2021;2021;1000 ha;5.11;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Areas cubiertas por arboles;2020;2020;1000 ha;8.12;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Areas cubiertas por arboles;2021;2021;1000 ha;8.02;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Areas cubiertas por arbustos;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Areas cubiertas por arbustos;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Tierras deserticas;2020;2020;1000 ha;0.22;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Tierras deserticas;2021;2021;1000 ha;0.14;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Nieve permanente y glaciares;2021;2021;1000 ha;0.01;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Cuerpos de aguas interiores;2020;2020;1000 ha;0.1;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Cuerpos de aguas interiores;2021;2021;1000 ha;0.12;E;Valor estimado
Cobertura de la tierra;LIE;Liechtenstein;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LIE;Liechtenstein;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LTU;Lituania;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;69.23;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;89.03;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Cultivos herbaceos;2020;2020;1000 ha;2233.72;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Cultivos herbaceos;2021;2021;1000 ha;2286.86;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LTU;Lituania;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LTU;Lituania;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;LTU;Lituania;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;LTU;Lituania;Pastizales;2020;2020;1000 ha;1370.67;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Pastizales;2021;2021;1000 ha;1302.43;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Areas cubiertas por arboles;2020;2020;1000 ha;2622.63;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Areas cubiertas por arboles;2021;2021;1000 ha;2657.72;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Areas cubiertas por arbustos;2020;2020;1000 ha;2.39;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Areas cubiertas por arbustos;2021;2021;1000 ha;1.07;E;Valor estimado
Cobertura de la tierra;LTU;Lituania;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;33.69;E;Valor estimado
